file,between_parts_%,within_parts_%,GRR_%
Project Details (1),99.99519513942381,0.004804860576181878,11.28744291075819
Project Details (2),99.96184676345646,0.03815323654353279,23.39000257179198
Project Details (3),99.99696991897869,0.003030081021309945,10.227461516110804
Project Details,99.99975778857643,0.00024221142356513025,3.3507813830236812
Project Surface Bonded,99.9993702461512,0.0006297538487965763,5.157508637436169
